77,62,54,1368763200,66,18,6,73,78,50,25, ,http://www.montanalottery.com/wi,19,63,7,1364356800,76,52,Fri May 17 00:00:00 -0400 2013,28,15,31,1321827,51,37,16,2013-03-27 04:00:00 UTC
67,58,46,1368763200,61,15,4,65,70,31,18, ,http://www.montanalottery.com/wi,19,60,6,1364306400,66,41,Fri May 17 00:00:00 -0400 2013,21,7,27,1321699,33,28,8,2013-03-26 14:00:00 UTC
76,61,55,1368763200,68,24,7,70,79,46,26, ,http://www.montanalottery.com/wi,19,65,13,1364270400,71,54,Fri May 17 00:00:00 -0400 2013,31,20,33,1321638,49,39,23,2013-03-26 04:00:00 UTC
76,61,55,1368763200,64,19,3,65,80,39,22, ,http://www.montanalottery.com/wi,19,63,8,1364220000,73,53,Fri May 17 00:00:00 -0400 2013,26,9,27,1321508,48,35,15,2013-03-25 14:00:00 UTC
78,67,60,1368763200,71,29,2,74,80,53,35, ,http://www.montanalottery.com/wi,19,70,3,1364184000,76,59,Fri May 17 00:00:00 -0400 2013,36,17,39,1321445,58,45,21,2013-03-25 04:00:00 UTC
69,47,40,1368763200,63,11,1,64,72,24,12, ,http://www.montanalottery.com/wi,19,53,5,1364133600,66,27,Fri May 17 00:00:00 -0400 2013,16,7,20,1321338,26,21,8,2013-03-24 14:00:00 UTC
72,52,51,1368763200,63,19,2,65,80,43,24, ,http://www.montanalottery.com/wi,19,57,10,1364097600,69,48,Fri May 17 00:00:00 -0400 2013,32,13,33,1321288,47,42,17,2013-03-24 04:00:00 UTC
72,56,53,1368763200,61,29,1,62,76,37,30, ,http://www.montanalottery.com/wi,19,58,6,1364047200,69,44,Fri May 17 00:00:00 -0400 2013,31,21,32,1321130,43,33,25,2013-03-23 14:00:00 UTC
67,48,45,1368763200,51,19,3,56,71,35,20, ,http://www.montanalottery.com/wi,19,50,12,1364011200,62,41,Fri May 17 00:00:00 -0400 2013,22,14,25,1321017,39,33,16,2013-03-23 04:00:00 UTC
78,61,60,1368763200,66,23,4,70,80,51,29, ,http://www.montanalottery.com/wi,19,62,16,1363960800,77,58,Fri May 17 00:00:00 -0400 2013,35,18,38,1320920,56,44,22,2013-03-22 14:00:00 UTC
65,42,41,1368763200,48,7,3,53,75,28,8, ,http://www.montanalottery.com/wi,19,43,4,1363924800,61,34,Fri May 17 00:00:00 -0400 2013,11,5,22,1320855,30,26,6,2013-03-22 04:00:00 UTC
69,59,56,1368763200,64,14,1,66,75,34,17, ,http://www.montanalottery.com/wi,19,60,8,1363874400,68,49,Fri May 17 00:00:00 -0400 2013,20,9,24,1320719,47,28,11,2013-03-21 14:00:00 UTC
76,50,49,1368763200,56,22,4,58,80,42,29, ,http://www.montanalottery.com/wi,19,52,5,1363838400,71,46,Fri May 17 00:00:00 -0400 2013,30,11,39,1320655,45,41,15,2013-03-21 04:00:00 UTC
75,63,52,1368763200,69,13,4,71,77,45,16, ,http://www.montanalottery.com/wi,19,65,5,1363788000,72,51,Fri May 17 00:00:00 -0400 2013,17,10,30,1320494,50,36,11,2013-03-20 14:00:00 UTC
79,66,65,1368763200,74,39,10,75,80,58,41, ,http://www.montanalottery.com/wi,19,72,12,1363752000,77,63,Fri May 17 00:00:00 -0400 2013,43,34,46,1320429,60,55,38,2013-03-20 04:00:00 UTC
71,47,46,1368763200,60,24,2,66,79,40,26, ,http://www.montanalottery.com/wi,19,51,5,1363701600,70,43,Fri May 17 00:00:00 -0400 2013,28,6,33,1320292,41,38,21,2013-03-19 14:00:00 UTC
72,56,55,1368763200,64,12,6,69,73,34,18, ,http://www.montanalottery.com/wi,19,63,8,1363665600,71,52,Fri May 17 00:00:00 -0400 2013,20,9,21,1320225,45,23,10,2013-03-19 04:00:00 UTC
76,65,60,1368763200,67,18,3,68,80,42,34, ,http://www.montanalottery.com/wi,19,66,5,1363615200,70,58,Fri May 17 00:00:00 -0400 2013,35,7,37,1320097,53,40,9,2013-03-18 14:00:00 UTC
76,65,60,1368763200,67,18,3,68,80,42,34, ,http://www.montanalottery.com/wi,19,66,5,1363579200,70,58,Fri May 17 00:00:00 -0400 2013,35,7,37,1320033,53,40,9,2013-03-18 04:00:00 UTC
76,48,46,1368763200,71,20,4,72,77,36,23, ,http://www.montanalottery.com/wi,19,54,7,1363528800,74,38,Fri May 17 00:00:00 -0400 2013,27,13,28,1319923,37,33,14,2013-03-17 14:00:00 UTC
